Name,PDGA Number,Rating,Province,Career Events,Career Wins,Career Earnings,Tournament Year,Tournament Name,Division,Finish Position
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Women's Amateur 1,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - New Minas,Women's Amateur 1,2
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2023,Flickline Disc Golf’s Sackville Showdown,Women's Amateur 1,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2023,Hyzers at HP! Women's Disc Golf Tournament,Women's Amateur 1,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2023,NADGT Canada Exclusive: Huck-It - presented by Grip6,Women's Amateur 1,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - Hammonds Plains,Women's Amateur 1,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2023,MARC - GIGOGR 2023,Women's Amateur 1,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2023,CBU Open,Women's Amateur 1,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT Windsor,Women's Amateur 1,2
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2023,Discmania Open Pro Masters and Amateur Event,Women's Amateur 1,2
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2023,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Women's Amateur 1,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2023,The Iron Leaf,Women's Amateur 1,4
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2023,Flickline Tour Hillsborough,Women's Amateur 1,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2022,HPDGC 2022 Club Opener,Advanced Women,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2022,NSDGT - New Minas,Advanced Women,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2022,B Tier at Beech Hill,Advanced Women,2
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2022,CBU Open: Presented by FlickLine Disc Golf,Advanced Women,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2022,NSDGT - Hammonds Plains,Advanced Women,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2022,NSDGT - Windsor,Advanced Women,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2022,NADGT Canada Exclusive: Huck-It/Hillcrest - presented by Grip6,Advanced Women,2
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2022,WGE - Halifax Women's Global Disc Golf Tournament,Advanced Women,2
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2022,The Kings Pine Cup Presented by FlickLine Disc Golf.,Advanced Women,5
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2022,HP - GIGOGR #1,Advanced Women,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2022,Huck it Canadian nationals Flex Start,Advanced Women,2
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2022,Kings Pine Canadian Nationals Flex Start,Advanced Women,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2022,2022 Canadian National Championships Presented by Play it Again Sports,Advanced Women,5
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2022,The Iron Leaf,Advanced Women,2
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2022,2022 HPCC: Sportwheels 3rd Annual Chain Smash,Advanced Women,2
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2022,Flickline Tour Hillsborough,Advanced Women,3
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2022,2022 Cape Breton Open,Intermediate,3
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2022,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Intermediate,7
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2022,Clifton Estates Glow presented by Propeller Brewing Co.,Intermediate,4
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2022,2022 Winter Solstice Glow Tournament,Intermediate,5
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2022,Clifton Estate Meltdown,Intermediate Women,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2021,Nova Scotia Women's Disc Golf Parbeque [Rescheduled WGE],Advanced Women,3
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2021,2021 HPCC: SPORTWHEELS 2nd Annual Chain Smash,Advanced Women,4
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2021,Hammonds Plains 2021 Season Opener,Intermediate Women,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2021,Candiscgolf Nationals Satellite Atlantic FlickLine Tour presented by Chain Reaction Disc Golf #6,Intermediate Women,4
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2021,NSDGT - Windsor,Intermediate Women,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2021,NSDGT - Keppoch Mountain,Intermediate Women,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2021,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Intermediate Women,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2021,The FlickLine Tour presented by Chain Reaction,Intermediate Women,1
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2021,Iron Leaf,Intermediate Women,2
Nicole Kading,150312,857,Nova Scotia,Not specified,Not specified,Not specified,2020,The 2020 Iron Leaf sponsored by the Landry Auto Group,Intermediate Women,1
Garrett Dooley,150420,875,Nova Scotia,Not specified,Not specified,Not specified,,,,
Garrett Dooley,150420,875,Nova Scotia,Not specified,Not specified,Not specified,2024,HPDGC 2024 Club Opener Tournament,Mixed Amateur 2,4
Garrett Dooley,150420,875,Nova Scotia,Not specified,Not specified,Not specified,2024,ECDGT 2024 - Haliburton House Huck,Mixed Amateur 2,2
Garrett Dooley,150420,875,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Mixed Amateur 2,7
Garrett Dooley,150420,875,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - New Minas,Mixed Amateur 2,3
Garrett Dooley,150420,875,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - Hammonds Plains,Mixed Amateur 2,7
Garrett Dooley,150420,875,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT Windsor,Mixed Amateur 2,2
Garrett Dooley,150420,875,Nova Scotia,Not specified,Not specified,Not specified,2023,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Mixed Amateur 2,3
Garrett Dooley,150420,875,Nova Scotia,Not specified,Not specified,Not specified,2023,Hammonds Plains 2023 Club Championship,Mixed Amateur 2,2
Garrett Dooley,150420,875,Nova Scotia,Not specified,Not specified,Not specified,2022,Clifton Estate Meltdown,Intermediate,3
Garrett Dooley,150420,875,Nova Scotia,Not specified,Not specified,Not specified,2022,HPDGC 2022 Club Opener,Intermediate,1
Garrett Dooley,150420,875,Nova Scotia,Not specified,Not specified,Not specified,2022,NSDGT - New Minas,Intermediate,2
Garrett Dooley,150420,875,Nova Scotia,Not specified,Not specified,Not specified,2022,NSDGT - Hammonds Plains,Intermediate,2
Garrett Dooley,150420,875,Nova Scotia,Not specified,Not specified,Not specified,2022,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Intermediate,8
Garrett Dooley,150420,875,Nova Scotia,Not specified,Not specified,Not specified,2022,2022 HPCC: Sportwheels 3rd Annual Chain Smash,Intermediate,13
Garrett Dooley,150420,875,Nova Scotia,Not specified,Not specified,Not specified,2021,Hammonds Plains 2021 Season Opener,Intermediate,7
Garrett Dooley,150420,875,Nova Scotia,Not specified,Not specified,Not specified,2021,2021 HPCC: SPORTWHEELS 2nd Annual Chain Smash,Intermediate,7
Garrett Dooley,150420,875,Nova Scotia,Not specified,Not specified,Not specified,2020,HP Club Championships,Recreational,3
Ryan Myette,150520,,Nova Scotia,Not specified,Not specified,Not specified,,,,
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,,,,
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2023,Haliburton House Huck,Mixed Amateur 40+,5
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2023,Clifton Estate Meltdown II,Mixed Amateur 2,5
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT Windsor,Mixed Amateur 2,11
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2023,The Iron Leaf,Mixed Amateur 2,16
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2023,Flickline Tour Hillsborough,Mixed Amateur 2,18
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2022,Clifton Estate Meltdown,Intermediate,9
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2022,B Tier at Beech Hill,Intermediate,16
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2022,Stephenville Open Presented by FlickLine Disc Golf,Intermediate,4
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2022,NSDGT - Windsor,Intermediate,12
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2022,HP - GIGOGR #1,Intermediate,6
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2022,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Intermediate,13
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2022,Flickline Tour Hillsborough,Intermediate,12
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2022,Clifton Estates Glow presented by Propeller Brewing Co.,Intermediate,6
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2022,2022 Winter Solstice Glow Tournament,Intermediate,6
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2021,Rose Valley Flex Start,Intermediate,5
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2021,Candiscgolf Nationals Satellite Atlantic FlickLine Tour presented by Chain Reaction Disc Golf #6,Intermediate,34
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2021,Flickline Tour Presented By Chain Reaction Disc Golf #7,Intermediate,9
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2021,Flickline tour presented by Chain Reaction Disc Golf #8,Intermediate,9
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2021,Iron Leaf,Intermediate,12
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2021,Flickline tour championships presented by Chain Reaction Disc Golf,Intermediate,13
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2021,Hammonds Plains 2021 Season Opener,Recreational,9
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2021,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Recreational,10
Kris Moulton,150543,830,Nova Scotia,Not specified,Not specified,Not specified,2020,Tour Championships presented By FlickLine Disc Golf,Amateur Masters 40+,6
Maria Dunham,150849,780,Nova Scotia,Not specified,Not specified,Not specified,,,,
Maria Dunham,150849,780,Nova Scotia,Not specified,Not specified,Not specified,2024,Winter Throw Down 2024,Women's Amateur 2,1
Maria Dunham,150849,780,Nova Scotia,Not specified,Not specified,Not specified,2024,"Clifton Estate Meltdown III - MA2, MA40, MA3, FA2",Women's Amateur 2,1
Maria Dunham,150849,780,Nova Scotia,Not specified,Not specified,Not specified,2023,Clifton Estates Glow Sponsored by Dynamic Discs,Women's Amateur 1,1
Maria Dunham,150849,780,Nova Scotia,Not specified,Not specified,Not specified,2023,Flickline Disc Golf’s Sackville Showdown,Women's Amateur 2,2
Maria Dunham,150849,780,Nova Scotia,Not specified,Not specified,Not specified,2023,Hyzers at HP! Women's Disc Golf Tournament,Women's Amateur 2,2
Maria Dunham,150849,780,Nova Scotia,Not specified,Not specified,Not specified,2023,The Waterville Open,Women's Amateur 2,2
Maria Dunham,150849,780,Nova Scotia,Not specified,Not specified,Not specified,2022,Clifton Estate Meltdown,Intermediate Women,3
Maria Dunham,150849,780,Nova Scotia,Not specified,Not specified,Not specified,2022,NSDGT - New Minas,Intermediate Women,2
Maria Dunham,150849,780,Nova Scotia,Not specified,Not specified,Not specified,2022,NSDGT - Hammonds Plains,Intermediate Women,3
Maria Dunham,150849,780,Nova Scotia,Not specified,Not specified,Not specified,2022,NSDGT - Windsor,Intermediate Women,1
Maria Dunham,150849,780,Nova Scotia,Not specified,Not specified,Not specified,2022,2022 Canadian National Championships Presented by Play it Again Sports,Intermediate Women,8
Maria Dunham,150849,780,Nova Scotia,Not specified,Not specified,Not specified,2022,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Intermediate Women,2
Maria Dunham,150849,780,Nova Scotia,Not specified,Not specified,Not specified,2022,The Iron Leaf,Intermediate Women,4
Maria Dunham,150849,780,Nova Scotia,Not specified,Not specified,Not specified,2022,2022 HPCC: Sportwheels 3rd Annual Chain Smash,Intermediate Women,3
Maria Dunham,150849,780,Nova Scotia,Not specified,Not specified,Not specified,2022,Flickline Tour Hillsborough,Intermediate Women,1
Maria Dunham,150849,780,Nova Scotia,Not specified,Not specified,Not specified,2021,Hammonds Plains 2021 Season Opener,Intermediate Women,2
Maria Dunham,150849,780,Nova Scotia,Not specified,Not specified,Not specified,2021,Candiscgolf Nationals Satellite Atlantic FlickLine Tour presented by Chain Reaction Disc Golf #6,Intermediate Women,3
Maria Dunham,150849,780,Nova Scotia,Not specified,Not specified,Not specified,2021,NSDGT - Windsor,Intermediate Women,2
Maria Dunham,150849,780,Nova Scotia,Not specified,Not specified,Not specified,2021,NSDGT - Keppoch Mountain,Intermediate Women,2
