Name,PDGA Number,Rating,Province,Career Events,Career Wins,Career Earnings,Tournament Year,Tournament Name,Division,Finish Position
Ryan Bucci,236474,854,Nova Scotia,Not specified,Not specified,Not specified,2023,Clifton Estates Glow Sponsored by Dynamic Discs,Mixed Amateur 2,1
Ryan Bucci,236474,854,Nova Scotia,Not specified,Not specified,Not specified,2023,2023 Winter Solstice Glow Tournament,Mixed Amateur 2,4
Ryan Bucci,236474,854,Nova Scotia,Not specified,Not specified,Not specified,2023,New Years Tournament at HPDGC,Mixed Amateur 3,4
Ryan Bucci,236474,854,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC - GIGOGR 2023 - Presented by HPDGC,Mixed Amateur 3,7
Ryan Bucci,236474,854,Nova Scotia,Not specified,Not specified,Not specified,2023,Haliburton House Huck,Mixed Amateur 3,5
Ryan Bucci,236474,854,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - New Minas,Mixed Amateur 3,2
Ryan Bucci,236474,854,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - Hammonds Plains,Mixed Amateur 3,11
Ryan Bucci,236474,854,Nova Scotia,Not specified,Not specified,Not specified,2023,MARC - GIGOGR 2023,Mixed Amateur 3,4
Ryan Bucci,236474,854,Nova Scotia,Not specified,Not specified,Not specified,2023,DGPEI Tour Series #3 - Rose Valley Classic,Mixed Amateur 3,2
Ryan Bucci,236474,854,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT Windsor,Mixed Amateur 3,1
Ryan Bucci,236474,854,Nova Scotia,Not specified,Not specified,Not specified,2023,DGPEI Tour Stop #4 - The Hillcrest Open,Mixed Amateur 3,1
Ryan Bucci,236474,854,Nova Scotia,Not specified,Not specified,Not specified,2022,2022 HPCC: Sportwheels 3rd Annual Chain Smash,Recreational,13
Brett Crossman,236641,730,Nova Scotia,Not specified,Not specified,Not specified,,,,
Brett Crossman,236641,730,Nova Scotia,Not specified,Not specified,Not specified,2023,Flickline Disc Golf’s Sackville Showdown,Mixed Amateur 50+,10
Brett Crossman,236641,730,Nova Scotia,Not specified,Not specified,Not specified,2022,Championship of the world in Wallace,Amateur Masters 50+,4
Jonathan David,236921,821,Nova Scotia,Not specified,Not specified,Not specified,,,,
Jonathan David,236921,821,Nova Scotia,Not specified,Not specified,Not specified,2024,New Years at HPDGC - 2024,Mixed Amateur 2,2
Jonathan David,236921,821,Nova Scotia,Not specified,Not specified,Not specified,2024,Winter Throw Down 2024,Mixed Amateur 2,4
Jonathan David,236921,821,Nova Scotia,Not specified,Not specified,Not specified,2024,HPDGC - GIGOGR 2024,Mixed Amateur 2,7
Jonathan David,236921,821,Nova Scotia,Not specified,Not specified,Not specified,2024,Bushwacker Challenge,Mixed Amateur 2,4
Jonathan David,236921,821,Nova Scotia,Not specified,Not specified,Not specified,2024,HPDGC 2024 Club Opener Tournament,Mixed Amateur 2,14
Jonathan David,236921,821,Nova Scotia,Not specified,Not specified,Not specified,2023,Discmania Open Pro Masters and Amateur Event,Mixed Amateur 2,33
Jonathan David,236921,821,Nova Scotia,Not specified,Not specified,Not specified,2023,The Iron Leaf,Mixed Amateur 2,22
Jonathan David,236921,821,Nova Scotia,Not specified,Not specified,Not specified,2023,Haliburton House Huck,Mixed Amateur 3,13
Jonathan David,236921,821,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Mixed Amateur 3,16
Jonathan David,236921,821,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - Hammonds Plains,Mixed Amateur 3,18
Jonathan David,236921,821,Nova Scotia,Not specified,Not specified,Not specified,2023,MARC - GIGOGR 2023,Mixed Amateur 3,6
Jonathan David,236921,821,Nova Scotia,Not specified,Not specified,Not specified,2023,Triple Threat @ HP,Mixed Amateur 3,1
Jonathan David,236921,821,Nova Scotia,Not specified,Not specified,Not specified,2023,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Mixed Amateur 3,12
Jonathan David,236921,821,Nova Scotia,Not specified,Not specified,Not specified,2023,The Waterville Open,Mixed Amateur 3,4
Jonathan David,236921,821,Nova Scotia,Not specified,Not specified,Not specified,2023,Hammonds Plains 2023 Club Championship,Mixed Amateur 3,1
Jonathan David,236921,821,Nova Scotia,Not specified,Not specified,Not specified,2023,Clifton Estates Glow Sponsored by Dynamic Discs,Mixed Amateur 3,7
Jonathan David,236921,821,Nova Scotia,Not specified,Not specified,Not specified,2022,2022 Winter Solstice Glow Tournament,Intermediate,6
Jonathan David,236921,821,Nova Scotia,Not specified,Not specified,Not specified,2022,2022 HPCC: Sportwheels 3rd Annual Chain Smash,Recreational,11
Ann Marie Gale,237797,,Nova Scotia,Not specified,Not specified,Not specified,,,,
Ann Marie Gale,237797,,Nova Scotia,Not specified,Not specified,Not specified,2024,HPDGC 2024 Club Opener Tournament,Women's Amateur 40+,2
Tyler Haddock,239806,,Nova Scotia,Not specified,Not specified,Not specified,,,,
Erin Furlong,240498,721,Nova Scotia,Not specified,Not specified,Not specified,,,,
Erin Furlong,240498,721,Nova Scotia,Not specified,Not specified,Not specified,2024,ECDGT 2024 - Haliburton House Huck,Women's Amateur 40+,1
Erin Furlong,240498,721,Nova Scotia,Not specified,Not specified,Not specified,2024,New Years at HPDGC - 2024,Women's Amateur 2,1
Erin Furlong,240498,721,Nova Scotia,Not specified,Not specified,Not specified,2024,Winter Throw Down 2024,Women's Amateur 2,2
Erin Furlong,240498,721,Nova Scotia,Not specified,Not specified,Not specified,2024,HPDGC - GIGOGR 2024,Women's Amateur 2,1
Erin Furlong,240498,721,Nova Scotia,Not specified,Not specified,Not specified,2024,"Clifton Estate Meltdown III - MA2, MA40, MA3, FA2",Women's Amateur 2,2
Erin Furlong,240498,721,Nova Scotia,Not specified,Not specified,Not specified,2024,HPDGC 2024 Club Opener Tournament,Women's Amateur 2,1
Erin Furlong,240498,721,Nova Scotia,Not specified,Not specified,Not specified,2023,Winter Throw Down,Women's Amateur 2,2
Erin Furlong,240498,721,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC - GIGOGR 2023 - Presented by HPDGC,Women's Amateur 2,4
Erin Furlong,240498,721,Nova Scotia,Not specified,Not specified,Not specified,2023,Clifton Estate Meltdown II,Women's Amateur 2,5
Erin Furlong,240498,721,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Women's Amateur 2,3
Erin Furlong,240498,721,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - New Minas,Women's Amateur 2,3
Erin Furlong,240498,721,Nova Scotia,Not specified,Not specified,Not specified,2023,Hyzers at HP! Women's Disc Golf Tournament,Women's Amateur 2,8
Erin Furlong,240498,721,Nova Scotia,Not specified,Not specified,Not specified,2023,MARC - GIGOGR 2023,Women's Amateur 2,1
Erin Furlong,240498,721,Nova Scotia,Not specified,Not specified,Not specified,2023,The Waterville Open,Women's Amateur 2,1
Erin Furlong,240498,721,Nova Scotia,Not specified,Not specified,Not specified,2023,Flickline Tour Hillsborough,Women's Amateur 2,5
Dustin Williams,242202,835,Nova Scotia,Not specified,Not specified,Not specified,,,,
Dustin Williams,242202,835,Nova Scotia,Not specified,Not specified,Not specified,2024,HPDGC 2024 Club Opener Tournament,Mixed Amateur 2,16
Dustin Williams,242202,835,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Mixed Amateur 2,7
Dustin Williams,242202,835,Nova Scotia,Not specified,Not specified,Not specified,2023,CBU Open,Mixed Amateur 2,3
Dustin Williams,242202,835,Nova Scotia,Not specified,Not specified,Not specified,2023,Triple Threat @ HP,Mixed Amateur 2,4
Dustin Williams,242202,835,Nova Scotia,Not specified,Not specified,Not specified,2023,New Years Tournament at HPDGC,Mixed Amateur 3,2
Charlie Hewitt,244610,,Nova Scotia,Not specified,Not specified,Not specified,,,,
Phil Iatridis,244920,799,Nova Scotia,Not specified,Not specified,Not specified,,,,
Phil Iatridis,244920,799,Nova Scotia,Not specified,Not specified,Not specified,2024,Winter Throw Down 2024,Mixed Amateur 2,10
Phil Iatridis,244920,799,Nova Scotia,Not specified,Not specified,Not specified,2024,HPDGC - GIGOGR 2024,Mixed Amateur 2,11
Phil Iatridis,244920,799,Nova Scotia,Not specified,Not specified,Not specified,2024,"Clifton Estate Meltdown III - MA2, MA40, MA3, FA2",Mixed Amateur 2,11
Phil Iatridis,244920,799,Nova Scotia,Not specified,Not specified,Not specified,2024,HPDGC 2024 Club Opener Tournament,Mixed Amateur 2,22
Phil Iatridis,244920,799,Nova Scotia,Not specified,Not specified,Not specified,2023,Winter Throw Down,Mixed Amateur 2,6
Phil Iatridis,244920,799,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Mixed Amateur 2,15
Phil Iatridis,244920,799,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - Hammonds Plains,Mixed Amateur 3,16
Phil Iatridis,244920,799,Nova Scotia,Not specified,Not specified,Not specified,2023,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Mixed Amateur 3,10
Phil Iatridis,244920,799,Nova Scotia,Not specified,Not specified,Not specified,2023,The Waterville Open,Mixed Amateur 3,5
Phil Iatridis,244920,799,Nova Scotia,Not specified,Not specified,Not specified,2023,Hammonds Plains 2023 Club Championship,Mixed Amateur 3,8
Phil Iatridis,244920,799,Nova Scotia,Not specified,Not specified,Not specified,2023,Clifton Estates Glow Sponsored by Dynamic Discs,Mixed Amateur 3,3
Cam Dauphinee,245149,839,Nova Scotia,Not specified,Not specified,Not specified,,,,
Cam Dauphinee,245149,839,Nova Scotia,Not specified,Not specified,Not specified,2023,Winter Throw Down,Mixed Amateur 2,3
Cam Dauphinee,245149,839,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC - GIGOGR 2023 - Presented by HPDGC,Mixed Amateur 2,4
Cam Dauphinee,245149,839,Nova Scotia,Not specified,Not specified,Not specified,2023,Haliburton House Huck,Mixed Amateur 2,9
Cam Dauphinee,245149,839,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Mixed Amateur 2,7
Daniel Elder,245887,696,Nova Scotia,Not specified,Not specified,Not specified,,,,
Daniel Elder,245887,696,Nova Scotia,Not specified,Not specified,Not specified,2024,ECDGT 2024 - Haliburton House Huck,Mixed Amateur 2,16
Daniel Elder,245887,696,Nova Scotia,Not specified,Not specified,Not specified,2024,Bushwacker Challenge,Mixed Amateur 3,4
Daniel Elder,245887,696,Nova Scotia,Not specified,Not specified,Not specified,2024,HPDGC 2024 Club Opener Tournament,Mixed Amateur 3,7
Daniel Elder,245887,696,Nova Scotia,Not specified,Not specified,Not specified,2023,Haliburton House Huck,Mixed Amateur 3,19
Daniel Elder,245887,696,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Mixed Amateur 3,26
Daniel Elder,245887,696,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - New Minas,Mixed Amateur 3,14
Daniel Elder,245887,696,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - Hammonds Plains,Mixed Amateur 3,25
Daniel Elder,245887,696,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT Windsor,Mixed Amateur 3,15
Daniel Elder,245887,696,Nova Scotia,Not specified,Not specified,Not specified,2023,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Mixed Amateur 3,20
Daniel Elder,245887,696,Nova Scotia,Not specified,Not specified,Not specified,2023,Hammonds Plains 2023 Club Championship,Mixed Amateur 3,12
Cameron Doucette,246174,,Nova Scotia,Not specified,Not specified,Not specified,,,,
Brandi Higdon,246289,,Nova Scotia,Not specified,Not specified,Not specified,,,,
Justin Hirello,246855,,Nova Scotia,Not specified,Not specified,Not specified,,,,
Jordan Roloson,247462,765,Nova Scotia,Not specified,Not specified,Not specified,,,,
Jordan Roloson,247462,765,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC - GIGOGR 2023 - Presented by HPDGC,Mixed Amateur 2,8
Jordan Roloson,247462,765,Nova Scotia,Not specified,Not specified,Not specified,2023,Haliburton House Huck,Mixed Amateur 3,10
Jordan Roloson,247462,765,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - New Minas,Mixed Amateur 3,9
Will Bartlett,248242,,Nova Scotia,Not specified,Not specified,Not specified,,,,
Kyler Smith,248640,817,Nova Scotia,Not specified,Not specified,Not specified,,,,
Kyler Smith,248640,817,Nova Scotia,Not specified,Not specified,Not specified,2024,Winter Throw Down 2024,Mixed Amateur 2,20
Kyler Smith,248640,817,Nova Scotia,Not specified,Not specified,Not specified,2024,HPDGC - GIGOGR 2024,Mixed Amateur 2,16
Kyler Smith,248640,817,Nova Scotia,Not specified,Not specified,Not specified,2024,"Clifton Estate Meltdown III - MA2, MA40, MA3, FA2",Mixed Amateur 2,7
Kyler Smith,248640,817,Nova Scotia,Not specified,Not specified,Not specified,2024,Bushwacker Challenge,Mixed Amateur 2,5
Kyler Smith,248640,817,Nova Scotia,Not specified,Not specified,Not specified,2024,ECDGT 2024 - Haliburton House Huck,Mixed Amateur 2,6
Kyler Smith,248640,817,Nova Scotia,Not specified,Not specified,Not specified,2023,Clifton Estate Meltdown II,Mixed Amateur 2,9
Kyler Smith,248640,817,Nova Scotia,Not specified,Not specified,Not specified,2023,The Waterville Open,Mixed Amateur 2,1
Kyler Smith,248640,817,Nova Scotia,Not specified,Not specified,Not specified,2023,The Iron Leaf,Mixed Amateur 2,17
Kyler Smith,248640,817,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC - GIGOGR 2023 - Presented by HPDGC,Mixed Amateur 3,3
Kyler Smith,248640,817,Nova Scotia,Not specified,Not specified,Not specified,2023,Haliburton House Huck,Mixed Amateur 3,8
Kyler Smith,248640,817,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Mixed Amateur 3,20
Kyler Smith,248640,817,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - New Minas,Mixed Amateur 3,5
Kyler Smith,248640,817,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - Hammonds Plains,Mixed Amateur 3,17
Kyler Smith,248640,817,Nova Scotia,Not specified,Not specified,Not specified,2023,MARC - GIGOGR 2023,Mixed Amateur 3,5
Kyler Smith,248640,817,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT Windsor,Mixed Amateur 3,3
Kyler Smith,248640,817,Nova Scotia,Not specified,Not specified,Not specified,2023,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Mixed Amateur 3,3
Frank Muise,248643,869,Nova Scotia,Not specified,Not specified,Not specified,,,,
Frank Muise,248643,869,Nova Scotia,Not specified,Not specified,Not specified,2024,Winter Throw Down 2024,Mixed Amateur 2,2
Frank Muise,248643,869,Nova Scotia,Not specified,Not specified,Not specified,2024,HPDGC - GIGOGR 2024,Mixed Amateur 2,2
Frank Muise,248643,869,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - Hammonds Plains,Mixed Amateur 2,3
Frank Muise,248643,869,Nova Scotia,Not specified,Not specified,Not specified,2023,Triple Threat @ HP,Mixed Amateur 2,2
Frank Muise,248643,869,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT Windsor,Mixed Amateur 2,4
Frank Muise,248643,869,Nova Scotia,Not specified,Not specified,Not specified,2023,The Waterville Open,Mixed Amateur 2,2
Frank Muise,248643,869,Nova Scotia,Not specified,Not specified,Not specified,2023,The Iron Leaf,Mixed Amateur 2,2
Frank Muise,248643,869,Nova Scotia,Not specified,Not specified,Not specified,2023,Hammonds Plains 2023 Club Championship,Mixed Amateur 2,3
Frank Muise,248643,869,Nova Scotia,Not specified,Not specified,Not specified,2023,Clifton Estates Glow Sponsored by Dynamic Discs,Mixed Amateur 2,2
Frank Muise,248643,869,Nova Scotia,Not specified,Not specified,Not specified,2023,2023 Winter Solstice Glow Tournament,Mixed Amateur 2,2
Frank Muise,248643,869,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC - GIGOGR 2023 - Presented by HPDGC,Mixed Amateur 3,2
Frank Muise,248643,869,Nova Scotia,Not specified,Not specified,Not specified,2023,Haliburton House Huck,Mixed Amateur 3,2
Frank Muise,248643,869,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Mixed Amateur 3,2
Frank Muise,248643,869,Nova Scotia,Not specified,Not specified,Not specified,2023,MARC - GIGOGR 2023,Mixed Amateur 3,1
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,,,,
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2024,New Years at HPDGC - 2024,Mixed Amateur 2,3
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2024,Winter Throw Down 2024,Mixed Amateur 2,22
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2024,HPDGC - GIGOGR 2024,Mixed Amateur 2,19
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2024,"Clifton Estate Meltdown III - MA2, MA40, MA3, FA2",Mixed Amateur 2,13
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2024,HPDGC 2024 Club Opener Tournament,Mixed Amateur 2,16
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2024,ECDGT 2024 - Haliburton House Huck,Mixed Amateur 2,11
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2024,DGPEI Tour Stop #1 - Huck It,Mixed Amateur 3,6
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2023,Flickline’s Rose Valley tour stop,Mixed Amateur 2,13
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2023,Discmania Open Pro Masters and Amateur Event,Mixed Amateur 2,36
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2023,The Waterville Open,Mixed Amateur 2,6
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2023,Hammonds Plains 2023 Club Championship,Mixed Amateur 2,13
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC - GIGOGR 2023 - Presented by HPDGC,Mixed Amateur 3,5
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2023,Haliburton House Huck,Mixed Amateur 3,13
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Mixed Amateur 3,16
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - New Minas,Mixed Amateur 3,12
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - Hammonds Plains,Mixed Amateur 3,18
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2023,MARC - GIGOGR 2023,Mixed Amateur 3,6
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2023,DGPEI Tour Series #3 - Rose Valley Classic,Mixed Amateur 3,6
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2023,Triple Threat @ HP,Mixed Amateur 3,2
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT Windsor,Mixed Amateur 3,9
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2023,DGPEI Tour Stop #4 - The Hillcrest Open,Mixed Amateur 3,10
Marc Lemire,249406,788,Nova Scotia,Not specified,Not specified,Not specified,2023,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Mixed Amateur 3,4
Michael Strickland,249745,757,Nova Scotia,Not specified,Not specified,Not specified,,,,
Michael Strickland,249745,757,Nova Scotia,Not specified,Not specified,Not specified,2024,ECDGT 2024 - Haliburton House Huck,Mixed Amateur 2,15
Michael Strickland,249745,757,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC - GIGOGR 2023 - Presented by HPDGC,Mixed Amateur 3,8
Michael Strickland,249745,757,Nova Scotia,Not specified,Not specified,Not specified,2023,Haliburton House Huck,Mixed Amateur 3,18
Michael Strickland,249745,757,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Mixed Amateur 3,25
Michael Strickland,249745,757,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - New Minas,Mixed Amateur 3,11
Michael Strickland,249745,757,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - Hammonds Plains,Mixed Amateur 3,14
Michael Strickland,249745,757,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT Windsor,Mixed Amateur 3,11
Michael Strickland,249745,757,Nova Scotia,Not specified,Not specified,Not specified,2023,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Mixed Amateur 3,21
Laura Maessen,250781,,Nova Scotia,Not specified,Not specified,Not specified,,,,
Gilbert Penner,251011,918,Nova Scotia,Not specified,Not specified,Not specified,,,,
Gilbert Penner,251011,918,Nova Scotia,Not specified,Not specified,Not specified,2024,"Clifton Estate Meltdown III - MPO, MP40, FPO, FA1, MA1",Mixed Pro Open,15
Gilbert Penner,251011,918,Nova Scotia,Not specified,Not specified,Not specified,2023,Haliburton House Huck,Mixed Pro Open,7
Gilbert Penner,251011,918,Nova Scotia,Not specified,Not specified,Not specified,2023,The Waterville Open,Mixed Pro Open,10
Matthew Hopkins,251046,,Nova Scotia,Not specified,Not specified,Not specified,,,,
Skylar Hazelwood,252038,,Nova Scotia,Not specified,Not specified,Not specified,,,,
AJ Munro,252350,788,Nova Scotia,Not specified,Not specified,Not specified,,,,
AJ Munro,252350,788,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Mixed Amateur 3,22
AJ Munro,252350,788,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - Hammonds Plains,Mixed Amateur 3,11
AJ Munro,252350,788,Nova Scotia,Not specified,Not specified,Not specified,2023,Hammonds Plains 2023 Club Championship,Mixed Amateur 3,4
Devin Deuville,252860,,Nova Scotia,Not specified,Not specified,Not specified,,,,
Jeremy Gallant,252862,,Nova Scotia,Not specified,Not specified,Not specified,,,,
Trevor Cruickshank,253111,,Nova Scotia,Not specified,Not specified,Not specified,,,,
Brooke Lemire,253297,,Nova Scotia,Not specified,Not specified,Not specified,,,,
Riley FitzGerald,253875,849,Nova Scotia,Not specified,Not specified,Not specified,,,,
Riley FitzGerald,253875,849,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Mixed Amateur 3,7
Riley FitzGerald,253875,849,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - Hammonds Plains,Mixed Amateur 3,3
Justin Blakeney,254022,879,Nova Scotia,Not specified,Not specified,Not specified,,,,
Justin Blakeney,254022,879,Nova Scotia,Not specified,Not specified,Not specified,2024,HPDGC - GIGOGR 2024,Mixed Amateur 2,2
Justin Blakeney,254022,879,Nova Scotia,Not specified,Not specified,Not specified,2024,HPDGC 2024 Club Opener Tournament,Mixed Amateur 2,1
Justin Blakeney,254022,879,Nova Scotia,Not specified,Not specified,Not specified,2023,Hammonds Plains 2023 Club Championship,Mixed Amateur 2,1
Justin Blakeney,254022,879,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Mixed Amateur 3,4
Justin Blakeney,254022,879,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - Hammonds Plains,Mixed Amateur 3,1
Luray Penner,254132,937,Nova Scotia,Not specified,Not specified,Not specified,,,,
Luray Penner,254132,937,Nova Scotia,Not specified,Not specified,Not specified,2024,"Clifton Estate Meltdown III - MPO, MP40, FPO, FA1, MA1",Mixed Pro Open,13
Luray Penner,254132,937,Nova Scotia,Not specified,Not specified,Not specified,2023,Haliburton House Huck,Mixed Pro Open,7
Luray Penner,254132,937,Nova Scotia,Not specified,Not specified,Not specified,2023,The Waterville Open,Mixed Pro Open,3
Cameron Power,254184,864,Nova Scotia,Not specified,Not specified,Not specified,,,,
Cameron Power,254184,864,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - New Minas,Mixed Amateur 2,4
Cameron Power,254184,864,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - Hammonds Plains,Mixed Amateur 2,8
Cameron Power,254184,864,Nova Scotia,Not specified,Not specified,Not specified,2023,The Sandy Hollow Open,Mixed Amateur 2,19
Cameron Power,254184,864,Nova Scotia,Not specified,Not specified,Not specified,2023,"2023 Peace Bridge Highland Open - MA1, MA2, MA3",Mixed Amateur 2,12
Cameron Power,254184,864,Nova Scotia,Not specified,Not specified,Not specified,2023,Riverside Rumble Round 2,Mixed Amateur 2,11
Cameron Power,254184,864,Nova Scotia,Not specified,Not specified,Not specified,2023,Haliburton House Huck,Mixed Amateur 3,1
Cameron Power,254184,864,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Mixed Amateur 3,1
Wyatt McElhinney,255039,846,Nova Scotia,Not specified,Not specified,Not specified,,,,
Wyatt McElhinney,255039,846,Nova Scotia,Not specified,Not specified,Not specified,2023,2023 New Waterford Classic,Mixed Amateur 1,1
Wyatt McElhinney,255039,846,Nova Scotia,Not specified,Not specified,Not specified,2023,CBU Open,Mixed Amateur 2,9
Wyatt McElhinney,255039,846,Nova Scotia,Not specified,Not specified,Not specified,2023,2023 Cape Breton Open,Mixed Amateur 2,2
Matt Drage,255364,839,Nova Scotia,Not specified,Not specified,Not specified,,,,
Matt Drage,255364,839,Nova Scotia,Not specified,Not specified,Not specified,2024,New Years at HPDGC - 2024,Mixed Amateur 2,1
Matt Drage,255364,839,Nova Scotia,Not specified,Not specified,Not specified,2024,Winter Throw Down 2024,Mixed Amateur 2,8
Matt Drage,255364,839,Nova Scotia,Not specified,Not specified,Not specified,2024,HPDGC - GIGOGR 2024,Mixed Amateur 2,6
Matt Drage,255364,839,Nova Scotia,Not specified,Not specified,Not specified,2024,"Clifton Estate Meltdown III - MA2, MA40, MA3, FA2",Mixed Amateur 2,9
Matt Drage,255364,839,Nova Scotia,Not specified,Not specified,Not specified,2024,Bushwacker Challenge,Mixed Amateur 2,8
Matt Drage,255364,839,Nova Scotia,Not specified,Not specified,Not specified,2024,HPDGC 2024 Club Opener Tournament,Mixed Amateur 2,6
Matt Drage,255364,839,Nova Scotia,Not specified,Not specified,Not specified,2024,ECDGT 2024 - Haliburton House Huck,Mixed Amateur 2,3
Matt Drage,255364,839,Nova Scotia,Not specified,Not specified,Not specified,2023,The Waterville Open,Mixed Amateur 2,4
Matt Drage,255364,839,Nova Scotia,Not specified,Not specified,Not specified,2023,Hammonds Plains 2023 Club Championship,Mixed Amateur 2,4
Matt Drage,255364,839,Nova Scotia,Not specified,Not specified,Not specified,2023,Clifton Estates Glow Sponsored by Dynamic Discs,Mixed Amateur 2,4
Matt Drage,255364,839,Nova Scotia,Not specified,Not specified,Not specified,2023,2023 Winter Solstice Glow Tournament,Mixed Amateur 2,1
Matt Drage,255364,839,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - Hammonds Plains,Mixed Amateur 3,7
Matt Drage,255364,839,Nova Scotia,Not specified,Not specified,Not specified,2023,MARC - GIGOGR 2023,Mixed Amateur 3,2
Matt Drage,255364,839,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT Windsor,Mixed Amateur 3,2
Matt Drage,255364,839,Nova Scotia,Not specified,Not specified,Not specified,2023,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Mixed Amateur 3,9
Catherine MacPhail,256610,,Nova Scotia,Not specified,Not specified,Not specified,,,,
